#Parameters = {FSS=70; FSSX=1; FSSY=-1; MT=0.018; T=0.13; epsilon=8.897084845; g=-10; gl=15; gw=26; hg=18; hgl=-3; hgnd1up=0; hgw=0.5; hgx1=15; hgy1=10; hsll=1.5; hslw=14.5; n=2; phanup=50; phanx=0; phany=0; pl=26; plusex=0; plusey=0; plusl=6.5; plusw=2.5; plusx=4; plusy=4; pw=23; r=17.35655495771; sl=24; sll=-10; sll1=-16; slot1side=0; slot1up=-1; slot2side=0; slot2up=-8; slw=0.5; slw1=0.5; stripl=19; stripw=1.5; stubl=2; stubw=0.5; stubx=-2.5; stw=0.5; stw1=0; sty=1; sw=30; tand=0.521143134; x=17}
#"Frequency / GHz"	"S1,1 [Magnitude]"
#------------------------------------
3.3080000877380	-1.5773508625676
3.3120000362396	-1.5583089499486
3.3159999847412	-1.5397621440808
3.3199999332428	-1.5217192714602
3.3239998817444	-1.5041863224514
3.3280000686646	-1.4871660874406
3.3320000171661	-1.4706588105859
3.3359999656677	-1.4546575055309
3.3399999141693	-1.4391507935968
3.3440001010895	-1.4241202861480
3.3480000495911	-1.4095420379047
3.3519999980927	-1.3953871901243
3.3559999465942	-1.3816225350156
3.3599998950958	-1.3682127906060
3.3640000820160	-1.3551204147300
3.3680000305176	-1.3423093330717
3.3719999790192	-1.3297470903268
3.3759999275208	-1.3174017020081
3.3800001144409	-1.3052497661005
3.3840000629425	-1.2932717596647
3.3880000114441	-1.2814552225642
3.3919999599457	-1.2697937710326
3.3959999084473	-1.2582863222183
3.4000000953674	-1.2469396060162
3.4040000438690	-1.2357617967334
3.4079999923706	-1.2247649734136
3.4119999408722	-1.2139619939492
3.4159998893738	-1.2033655547061
3.4200000762939	-1.1929868665812
3.4240000247955	-1.1828346543057
3.4279999732971	-1.1729146152513
3.4319999217987	-1.1632265666130
3.4360001087189	-1.1537664074964
3.4400000572205	-1.1445283431220
3.4440000057220	-1.1355020168168
3.4479999542236	-1.1266722214480
3.4519999027252	-1.1180252708709
3.4560000896454	-1.1095448074019
3.4600000381470	-1.1012184766763
3.4639999866486	-1.0930318729379
3.4679999351501	-1.0849743709031
3.4719998836517	-1.0770409615760
3.4760000705719	-1.0692263171040
3.4800000190735	-1.0615330903699
3.4839999675751	-1.0539636648515
3.4879999160767	-1.0465248123964
3.4920001029968	-1.0392235159588
3.4960000514984	-1.0320695714608
3.5000000000000	-1.0250717243868
3.5039999485016	-1.0182374863403
3.5079998970032	-1.0115720212619
3.5120000839233	-1.0050787108630
3.5160000324249	-0.99875829262422
3.5199999809265	-0.99260549801869
3.5239999294281	-0.98661554932229
3.5280001163483	-0.98077759253764
3.5320000648499	-0.97508082402078
3.5360000133514	-0.96951251686833
3.5399999618530	-0.96405934783247
3.5439999103546	-0.95870853526444
3.5480000972748	-0.95345090196098
3.5520000457764	-0.94827601085336
3.5559999942780	-0.94317891594273
3.5599999427795	-0.93815641758395
3.5639998912811	-0.93321004486396
3.5680000782013	-0.92834246259036
3.5720000267029	-0.92356053429286
3.5759999752045	-0.91887090840422
3.5799999237061	-0.91428403232441
3.5840001106262	-0.90980670384887
3.5880000591278	-0.90544904916516
3.5920000076294	-0.90121631995260
3.5959999561310	-0.89711190317574
3.5999999046326	-0.89313774027158
3.6040000915527	-0.88929355237333
3.6080000400543	-0.88557295232914
3.6119999885559	-0.88197141000861
3.6159999370575	-0.87847997168814
3.6199998855591	-0.87508836669665
3.6240000724792	-0.87178832984038
3.6280000209808	-0.86857130855051
3.6319999694824	-0.86543059170696
3.6359999179840	-0.86236160267924
3.6400001049042	-0.85936311451956
3.6440000534058	-0.85643759839450
3.6480000019073	-0.85359048076888
3.6519999504089	-0.85083029192032
3.6559998989105	-0.84816747436345
3.6600000858307	-0.84561446664465
3.6640000343323	-0.84318488192968
3.6679999828339	-0.84089252036338
3.6719999313354	-0.83874823467460
3.6760001182556	-0.83676041888206
3.6800000667572	-0.83493760451708
3.6840000152588	-0.83328097479912
3.6879999637604	-0.83178978019369
3.6919999122620	-0.83045788011393
3.6960000991821	-0.82927706698052
3.7000000476837	-0.82823559128132
3.7039999961853	-0.82731933100373
3.7079999446869	-0.82651232302448
3.7119998931885	-0.82580013467369
3.7160000801086	-0.82516965495923
3.7200000286102	-0.82460744648020
3.7239999771118	-0.82410567868008
3.7279999256134	-0.82365888493558
3.7320001125336	-0.82326619204829
3.7360000610352	-0.82292982965431
3.7400000095367	-0.82265709417254
3.7439999580383	-0.82245684019521
3.7479999065399	-0.82234006634116
3.7520000934601	-0.82231995302679
3.7560000419617	-0.82240861481589
3.7599999904633	-0.82261613467645
3.7639999389648	-0.82295361704636
3.7679998874664	-0.82342541603792
3.7720000743866	-0.82403342481241
3.7760000228882	-0.82477484469092
3.7799999713898	-0.82564510739970
3.7839999198914	-0.82663267060400
3.7880001068115	-0.82772552153087
3.7920000553131	-0.82890780425974
3.7960000038147	-0.83016353687003
3.7999999523163	-0.83147550452659
3.8039999008179	-0.83282903941535
3.8080000877380	-0.83421108663119
3.8120000362396	-0.83560978216152
3.8159999847412	-0.83701945112032
3.8199999332428	-0.83843661060650
3.8239998817444	-0.83985993749640
3.8280000686646	-0.84129420858354
3.8320000171661	-0.84274303058484
3.8359999656677	-0.84421382654634
3.8399999141693	-0.84571344556487
3.8440001010895	-0.84724814492897
3.8480000495911	-0.84882136011141
3.8519999980927	-0.85043315372343
3.8559999465942	-0.85208252947995
3.8599998950958	-0.85376003668803
3.8640000820160	-0.85545516913606
3.8680000305176	-0.85715064986872
3.8719999790192	-0.85882867103987
3.8759999275208	-0.86046457354227
