#Parameters = {er=9.467360292; tanD=0.508747541; PHANUP=14; a=0.95; b=0.5; c=1; d=1; gl=0; gw=30; l=8.5; l1=11; l2=13; mt=0.018; r=14; s=2; sf=1; sf1=1; sgl=2; sgw=2; sl=53; sl1=60; slotl=-2; slotw=1; sls=0; stripl=15; stripw=0.5; sw=30; t=0.13; w=1}
#"Frequency / GHz"	"S1,1 (54) [Magnitude]"
#-----------------------------------------
0.0000000000000	-35.134460644753
0.014999999664724	-34.661584185374
0.029999999329448	-33.499702936648
0.045000001788139	-32.087434416856
0.059999998658895	-30.693659312313
0.075000002980232	-29.420364350446
0.090000003576279	-28.289998510247
0.10499999672174	-27.296030075972
0.11999999731779	-26.423457296967
0.13500000536442	-25.656061540822
0.15000000596046	-24.978611633134
0.16500000655651	-24.377278412291
0.18000000715256	-23.839442972384
0.19499999284744	-23.353349627773
0.20999999344349	-22.907783917512
0.22499999403954	-22.491814496398
0.23999999463558	-22.094677323428
0.25499999523163	-21.705804915357
0.27000001072884	-21.315031434002
0.28499999642372	-20.912943679263
0.30000001192093	-20.491377448632
0.31499999761581	-20.043930758456
0.33000001311302	-19.566407108973
0.34499999880791	-19.057055642346
0.36000001430511	-18.516565232759
0.37500000000000	-17.947755906339
0.38999998569489	-17.355089086356
0.40500000119209	-16.744061065191
0.41999998688698	-16.120616766617
0.43500000238419	-15.490659891570
0.44999998807907	-14.859695186076
0.46500000357628	-14.232609467271
0.47999998927116	-13.613578301741
0.49500000476837	-13.006049055004
0.50999999046326	-12.412784457673
0.52499997615814	-11.835933769769
0.54000002145767	-11.277127767307
0.55500000715256	-10.737546168507
0.56999999284744	-10.218011021550
0.58499997854233	-9.7190513522742
0.60000002384186	-9.2409594540599
0.61500000953674	-8.7838412452465
0.62999999523163	-8.3476601911854
0.64499998092651	-7.9322645498392
0.66000002622604	-7.5374128864733
0.67500001192093	-7.1627998710660
0.68999999761581	-6.8080702186924
0.70499998331070	-6.4728310115907
0.72000002861023	-6.1566615971205
0.73500001430511	-5.8591253385591
0.75000000000000	-5.5797803578521
0.76499998569489	-5.3181749588041
0.77999997138977	-5.0738604587029
0.79500001668930	-4.8463969520437
0.81000000238419	-4.6353493481479
0.82499998807907	-4.4403011317834
0.83999997377396	-4.2608465725083
0.85500001907349	-4.0966009743813
0.87000000476837	-3.9472029323924
0.88499999046326	-3.8123095182066
0.89999997615814	-3.6916006815043
0.91500002145767	-3.5847938350592
0.93000000715256	-3.4916217454586
0.94499999284744	-3.4118512126576
0.95999997854233	-3.3452786845101
0.97500002384186	-3.2917326244544
0.99000000953674	-3.2510690806117
1.0049999952316	-3.2231799960318
1.0199999809265	-3.2079879496915
1.0349999666214	-3.2054461547646
1.0499999523163	-3.2155460422408
1.0650000572205	-3.2383075900495
1.0800000429153	-3.2737842196561
1.0950000286102	-3.3220646721363
1.1100000143051	-3.3832668890450
1.1250000000000	-3.4575422076784
1.1399999856949	-3.5450785125526
1.1549999713898	-3.6460903049873
1.1699999570847	-3.7608244645887
1.1849999427795	-3.8895625805637
1.2000000476837	-4.0326116716128
1.2150000333786	-4.1903140531445
1.2300000190735	-4.3630412220848
1.2450000047684	-4.5511952702811
1.2599999904633	-4.7552069313596
1.2749999761581	-4.9755441297004
1.2899999618530	-5.2127000122571
1.3049999475479	-5.4672038553477
1.3200000524521	-5.7396240475306
1.3350000381470	-6.0305621939468
1.3500000238419	-6.3406621768007
1.3650000095367	-6.6706157107632
1.3799999952316	-7.0211633080300
1.3949999809265	-7.3931071815805
1.4099999666214	-7.7873128903975
1.4249999523163	-8.2047312115374
1.4400000572205	-8.6463969989210
1.4550000429153	-9.1134652297114
1.4700000286102	-9.6072130020562
1.4850000143051	-10.129080589963
1.5000000000000	-10.680696489771
1.5149999856949	-11.263922296412
1.5299999713898	-11.880904298713
1.5449999570847	-12.534139082796
1.5599999427795	-13.226563541179
1.5750000476837	-13.961661543195
1.5900000333786	-14.743625163417
1.6050000190735	-15.577544902180
1.6200000047684	-16.469702674104
1.6349999904633	-17.427954743988
1.6499999761581	-18.462310262457
1.6649999618530	-19.585767141431
1.6799999475479	-20.815597386967
1.6950000524521	-22.175389088952
1.7100000381470	-23.698408314756
1.7250000238419	-25.433391253588
1.7400000095367	-27.454960529632
1.7549999952316	-29.882573453583
1.7699999809265	-32.909383159798
1.7849999666214	-36.760434209892
1.7999999523163	-40.514499742180
1.8150000572205	-39.462022025197
1.8300000429153	-35.938544123084
1.8450000286102	-33.117757436843
1.8600000143051	-31.025313052093
1.8750000000000	-29.426389311310
1.8899999856949	-28.164912728923
1.9049999713898	-27.144471609786
1.9199999570847	-26.303260855994
1.9349999427795	-25.599739922637
1.9500000476837	-25.004771363161
1.9650000333786	-24.497166997802
1.9800000190735	-24.061058649124
1.9950000047684	-23.684271075683
2.0099999904633	-23.357289878749
2.0250000953674	-23.072568130993
2.0399999618530	-22.824051220397
2.0550000667572	-22.606851071635
2.0699999332428	-22.416991994947
2.0850000381470	-22.251227214268
2.0999999046326	-22.106887876910
2.1150000095367	-21.981757861395
2.1300001144409	-21.873960481868
2.1449999809265	-21.781862436324
2.1600000858307	-21.703974178436
2.1749999523163	-21.638861337328
2.1900000572205	-21.585050533594
2.2049999237061	-21.540935753517
2.2200000286102	-21.504694051264
2.2349998950958	-21.474190219952
2.2500000000000	-21.446899360624
2.2650001049042	-21.419842881992
2.2799999713898	-21.389539771007
2.2950000762939	-21.352002104577
2.3099999427795	-21.302784972142
2.3250000476837	-21.237096061540
2.3399999141693	-21.149991361234
2.3550000190735	-21.036652672689
2.3699998855591	-20.892719198658
2.3849999904633	-20.714651241725
2.4000000953674	-20.500074444946
2.4149999618530	-20.248017552559
2.4300000667572	-19.959036687016
2.4449999332428	-19.635158217792
2.4600000381470	-19.279671307436
2.4749999046326	-18.896834294570
2.4900000095367	-18.491500306588
2.5050001144409	-18.068761266433
2.5199999809265	-17.633653876214
2.5350000858307	-17.190922257002
2.5499999523163	-16.744864117534
2.5650000572205	-16.299258249811
2.5799999237061	-15.857331028033
2.5950000286102	-15.421780881177
2.6099998950958	-14.994807186946
2.6250000000000	-14.578173159042
2.6400001049042	-14.173256626644
2.6549999713898	-13.781107439238
2.6700000762939	-13.402501045918
2.6849999427795	-13.037986610060
2.7000000476837	-12.687926718902
2.7149999141693	-12.352531024682
2.7300000190735	-12.031884791567
2.7449998855591	-11.725976646077
2.7599999904633	-11.434713832912
2.7750000953674	-11.157945031711
2.7899999618530	-10.895462867542
2.8050000667572	-10.647027537313
2.8199999332428	-10.412368828963
2.8350000381470	-10.191189404856
2.8499999046326	-9.9831772163140
2.8650000095367	-9.7880093788098
2.8800001144409	-9.6053515319686
2.8949999809265	-9.4348648098158
2.9100000858307	-9.2762047628358
2.9249999523163	-9.1290259605279
2.9400000572205	-8.9929847197067
2.9549999237061	-8.8677333264345
2.9700000286102	-8.7529325447581
2.9849998950958	-8.6482394465577
3.0000000000000	-8.5533165020569
3.0150001049042	-8.4678305832079
3.0299999713898	-8.3914519935985
3.0450000762939	-8.3238557906348
3.0599999427795	-8.2647224651343
3.0750000476837	-8.2137369022498
3.0899999141693	-8.1705905446473
3.1050000190735	-8.1349827247152
3.1199998855591	-8.1066181980390
3.1349999904633	-8.0852100399278
3.1500000953674	-8.0704820393477
3.1649999618530	-8.0621638708838
3.1800000667572	-8.0599986061661
3.1949999332428	-8.0637410124336
3.2100000381470	-8.0731570636711
3.2249999046326	-8.0880266929782
3.2400000095367	-8.1081441370430
3.2550001144409	-8.1333221592691
3.2699999809265	-8.1633882375882
3.2850000858307	-8.1981863787966
3.2999999523163	-8.2375845451349
3.3150000572205	-8.2814652859186
3.3299999237061	-8.3297345548779
3.3450000286102	-8.3823184532944
3.3599998950958	-8.4391676806100
3.3750000000000	-8.5002467249324
3.3900001049042	-8.5655505791899
3.4049999713898	-8.6350918286989
3.4200000762939	-8.7089010991619
3.4349999427795	-8.7870361727886
3.4500000476837	-8.8695667127701
3.4649999141693	-8.9565864274237
3.4800000190735	-9.0482046885443
3.4949998855591	-9.1445456899739
3.5099999904633	-9.2457514522944
3.5250000953674	-9.3519744880111
3.5399999618530	-9.4633816608644
3.5550000667572	-9.5801481005779
3.5699999332428	-9.7024607883158
3.5850000381470	-9.8305131325150
3.5999999046326	-9.9645044869863
3.6150000095367	-10.104639468957
3.6300001144409	-10.251132839593
3.6449999809265	-10.404198200662
3.6600000858307	-10.564054106932
3.6749999523163	-10.730922373899
3.6900000572205	-10.905031621199
3.7049999237061	-11.086613997122
3.7200000286102	-11.275903253799
3.7349998950958	-11.473145271893
3.7500000000000	-11.678592119555
3.7650001049042	-11.892507197311
3.7799999713898	-12.115169927713
3.7950000762939	-12.346875649162
3.8099999427795	-12.587946908840
3.8250000476837	-12.838728166480
3.8399999141693	-13.099605070890
3.8550000190735	-13.371002685409
3.8699998855591	-13.653399827620
3.8849999904633	-13.947334529310
3.9000000953674	-14.253423075754
3.9149999618530	-14.572370183175
3.9300000667572	-14.904984988568
3.9449999332428	-15.252206267202
3.9600000381470	-15.615121960067
3.9749999046326	-15.995000399843
3.9900000095367	-16.393323601261
4.0050001144409	-16.811832336963
4.0199999809265	-17.252575989311
4.0349998474121	-17.717983284293
4.0500001907349	-18.210945946991
4.0650000572205	-18.734925858821
4.0799999237061	-19.294106084746
4.0949997901917	-19.893586202818
4.1100001335144	-20.539656598100
4.1250000000000	-21.240177802083
4.1399998664856	-22.005140014235
4.1550002098083	-22.847496874937
4.1700000762939	-23.784449561655
4.1849999427795	-24.839539101985
4.1999998092651	-26.046213823485
4.2150001525879	-27.454312176702
4.2300000190735	-29.142974707466
4.2449998855591	-31.249358742950
4.2600002288818	-34.044178628768
4.2750000953674	-38.190570609657
4.2899999618530	-46.208245220458
4.3049998283386	-49.320452793641
4.3200001716614	-39.376898802509
4.3350000381470	-34.746879995414
4.3499999046326	-31.735432709392
4.3649997711182	-29.505619670952
4.3800001144409	-27.737866651757
4.3949999809265	-26.276275232685
4.4099998474121	-25.033145833846
4.4250001907349	-23.954274365842
4.4400000572205	-23.003833395877
4.4549999237061	-22.156925708355
4.4699997901917	-21.395543723144
4.4850001335144	-20.706258085217
4.5000000000000	-20.078771385419
4.5149998664856	-19.505028100659
4.5300002098083	-18.978587613584
4.5450000762939	-18.494226882414
4.5599999427795	-18.047638719062
4.5749998092651	-17.635222174557
4.5900001525879	-17.253930358549
4.6050000190735	-16.901153271974
4.6199998855591	-16.574624255003
4.6350002288818	-16.272362738714
4.6500000953674	-15.992608140897
4.6649999618530	-15.733783074677
4.6799998283386	-15.494458255741
4.6950001716614	-15.273328178865
4.7100000381470	-15.069182034592
4.7249999046326	-14.880885337244
4.7399997711182	-14.707368864507
4.7550001144409	-14.547612100896
4.7699999809265	-14.400634954397
4.7849998474121	-14.265483033656
4.8000001907349	-14.141229626862
4.8150000572205	-14.026954332821
4.8299999237061	-13.921758606594
4.8449997901917	-13.824744530454
4.8600001335144	-13.735020855872
4.8750000000000	-13.651701468462
4.8899998664856	-13.573909229732
4.9050002098083	-13.500769546045
4.9200000762939	-13.431417770086
4.9349999427795	-13.365002764087
4.9499998092651	-13.300691404829
4.9650001525879	-13.237674564831
4.9800000190735	-13.175175473766
4.9949998855591	-13.112452046448
5.0100002288818	-13.048804196279
5.0250000953674	-12.983582911455
5.0399999618530	-12.916198944998
5.0549998283386	-12.846119906588
5.0700001716614	-12.772886155227
5.0850000381470	-12.696098973432
5.0999999046326	-12.615436888346
5.1149997711182	-12.530645479077
5.1300001144409	-12.441538397361
5.1449999809265	-12.347998497152
5.1599998474121	-12.249964224705
5.1750001907349	-12.147432284104
5.1900000572205	-12.040442541040
