FREQ,S11
0,-18.83844429
0.015,-18.79435502
0.029999999,-18.6643141
0.045000002,-18.45469438
0.059999999,-18.17514873
0.075000003,-17.83744735
0.090000004,-17.45428207
0.104999997,-17.03825666
0.119999997,-16.60114348
0.135000005,-16.15344308
0.150000006,-15.70416764
0.165000007,-15.26080784
0.180000007,-14.82938613
0.194999993,-14.41457011
0.209999993,-14.01980034
0.224999994,-13.64742083
0.239999995,-13.29877423
0.254999995,-12.9743007
0.270000011,-12.67358592
0.284999996,-12.39542631
0.300000012,-12.13784385
0.314999998,-11.89811899
0.330000013,-11.67282628
0.344999999,-11.45788509
0.360000014,-11.2486565
0.375,-11.04008862
0.389999986,-10.82693757
0.405000001,-10.60404762
0.419999987,-10.36670456
0.435000002,-10.11100477
0.449999988,-9.83419838
0.465000004,-9.534951254
0.479999989,-9.213477543
0.495000005,-8.871497061
0.50999999,-8.512055392
0.524999976,-8.139209614
0.540000021,-7.757670509
0.555000007,-7.372428766
0.569999993,-6.988441406
0.584999979,-6.61037951
0.600000024,-6.242460649
0.61500001,-5.888351552
0.629999995,-5.551135501
0.644999981,-5.233317552
0.660000026,-4.93686016
0.675000012,-4.663245021
0.689999998,-4.413522551
0.704999983,-4.188377829
0.720000029,-3.988191241
0.735000014,-3.813083886
0.75,-3.662966323
0.764999986,-3.537572637
0.779999971,-3.436484106
0.795000017,-3.359151662
0.810000002,-3.304900882
0.824999988,-3.272930744
0.839999974,-3.262310475
0.855000019,-3.271964043
0.870000005,-3.300635722
0.88499999,-3.346877847
0.899999976,-3.4090019
0.915000021,-3.485065497
0.930000007,-3.572829389
0.944999993,-3.669745273
0.959999979,-3.772959059
0.975000024,-3.879327497
0.99000001,-3.985482165
1.004999995,-4.087922042
1.019999981,-4.183148282
1.034999967,-4.267840869
1.049999952,-4.339049682
1.065000057,-4.39439478
1.080000043,-4.432243438
1.095000029,-4.45183259
1.110000014,-4.453323131
1.125,-4.437781452
1.139999986,-4.407071078
1.154999971,-4.363700989
1.169999957,-4.310627826
1.184999943,-4.251068181
1.200000048,-4.188308921
1.215000033,-4.125562326
1.230000019,-4.065850333
1.245000005,-4.011936481
1.25999999,-3.966282671
1.274999976,-3.931028076
1.289999962,-3.908001872
1.304999948,-3.898732656
1.320000052,-3.904468806
1.335000038,-3.92620159
1.350000024,-3.964680599
1.36500001,-4.020430013
1.379999995,-4.093764299
1.394999981,-4.184782454
1.409999967,-4.293376242
1.424999952,-4.419223676
1.440000057,-4.561774368
1.455000043,-4.720251087
1.470000029,-4.893622923
1.485000014,-5.080607806
1.5,-5.279653976
1.514999986,-5.488941061
1.529999971,-5.706385318
1.544999957,-5.929643404
1.559999943,-6.156144645
1.575000048,-6.383119246
1.590000033,-6.607653978
1.605000019,-6.826750955
1.620000005,-7.037410769
1.63499999,-7.23670676
1.649999976,-7.421885599
1.664999962,-7.590443563
1.679999948,-7.740217423
1.695000052,-7.869441388
1.710000038,-7.976795045
1.725000024,-8.061426365
1.74000001,-8.122952077
1.754999995,-8.161438804
1.769999981,-8.177360827
1.784999967,-8.171560852
1.799999952,-8.145183913
1.815000057,-8.099630948
1.830000043,-8.036491881
1.845000029,-7.957494143
1.860000014,-7.864458482
1.875,-7.759243801
1.889999986,-7.643711091
1.904999971,-7.519680451
1.919999957,-7.388903704
1.934999943,-7.253028976
1.950000048,-7.113584332
1.965000033,-6.971951399
1.980000019,-6.829363249
1.995000005,-6.686888568
2.00999999,-6.54543725
2.025000095,-6.405757945
2.039999962,-6.268456938
2.055000067,-6.134000484
2.069999933,-6.002737289
2.085000038,-5.874916066
2.099999905,-5.750707619
2.11500001,-5.630223484
2.130000114,-5.51353706
2.144999981,-5.400700453
2.160000086,-5.291771122
2.174999952,-5.18682049
2.190000057,-5.085945593
2.204999924,-4.989287253
2.220000029,-4.897026353
2.234999895,-4.80939662
2.25,-4.726674111
2.265000105,-4.649180799
2.279999971,-4.57727928
2.295000076,-4.511360827
2.309999943,-4.451833916
2.325000048,-4.399123527
2.339999914,-4.353652411
2.355000019,-4.315831684
2.369999886,-4.286051567
2.38499999,-4.264673329
2.400000095,-4.252019494
2.414999962,-4.248365474
2.430000067,-4.253938535
2.444999933,-4.268903016
2.460000038,-4.293361861
2.474999905,-4.327359734
2.49000001,-4.370867458
2.505000114,-4.423789189
2.519999981,-4.485962563
2.535000086,-4.557156739
2.549999952,-4.637074884
2.565000057,-4.725361537
2.579999924,-4.821604809
2.595000029,-4.925346467
2.609999895,-5.036087257
2.625,-5.153307087
2.640000105,-5.276467162
2.654999971,-5.405033935
2.670000076,-5.538490616
2.684999943,-5.676354264
2.700000048,-5.818191542
