FREQ,S11
3.210000038,-11.46558282
3.224999905,-11.50851118
3.24000001,-11.54709758
3.255000114,-11.58377405
3.269999981,-11.62075561
3.285000086,-11.65994636
3.299999952,-11.70286386
3.315000057,-11.75058589
3.329999924,-11.80371675
3.345000029,-11.86236684
3.359999895,-11.92614702
3.375,-11.99418304
3.390000105,-12.06513759
3.404999971,-12.13726119
3.420000076,-12.20845414
3.434999943,-12.27636628
3.450000048,-12.33851342
3.464999914,-12.39242419
3.480000019,-12.43579597
3.494999886,-12.46666176
3.50999999,-12.48354333
3.525000095,-12.48557145
3.539999962,-12.47256086
3.555000067,-12.44504446
3.569999933,-12.40421954
3.585000038,-12.35187228
3.599999905,-12.29024642
3.61500001,-12.22190179
3.630000114,-12.14956291
3.644999981,-12.07598084
3.660000086,-12.00382579
3.674999952,-11.93559228
3.690000057,-11.87354464
3.704999924,-11.81967547
3.720000029,-11.77569916
3.734999895,-11.74304988
3.75,-11.7228909
3.765000105,-11.71614239
3.779999971,-11.72350771
3.795000076,-11.74549298
3.809999943,-11.78244987
3.825000048,-11.83460226
3.839999914,-11.90207593
3.855000019,-11.98492795
3.869999886,-12.08318381
3.88499999,-12.19687257
3.900000095,-12.32604493
3.914999962,-12.47081932
3.930000067,-12.6314074
3.944999933,-12.80814919
3.960000038,-13.00153817
3.974999905,-13.21225922
3.99000001,-13.44121126
4.005000114,-13.68954457
4.019999981,-13.95867578
4.034999847,-14.25032578
4.050000191,-14.56653562
4.065000057,-14.90969527
4.079999924,-15.28256102
4.09499979,-15.68827575
4.110000134,-16.13036788
4.125,-16.61273292
4.139999866,-17.13956021
4.15500021,-17.71516444
4.170000076,-18.34361652
4.184999943,-19.02801612
4.199999809,-19.76905224
4.215000153,-20.5623217
4.230000019,-21.3934813
4.244999886,-22.23027936
4.260000229,-23.01182181
4.275000095,-23.64097786
4.289999962,-23.99655544
4.304999828,-23.9817153
4.320000172,-23.58470586
4.335000038,-22.88760521
4.349999905,-22.01208353
4.364999771,-21.06370006
4.380000114,-20.11204234
4.394999981,-19.19558782
4.409999847,-18.33256474
4.425000191,-17.52971787
4.440000057,-16.78779486
4.454999924,-16.10464394
4.46999979,-15.47686761
4.485000134,-14.90067785
4.5,-14.37231311
4.514999866,-13.88823364
4.53000021,-13.44519954
4.545000076,-13.04028916
4.559999943,-12.670882
4.574999809,-12.33464567
4.590000153,-12.02949425
4.605000019,-11.75357128
4.619999886,-11.50520776
4.635000229,-11.2829159
4.650000095,-11.08534389
4.664999962,-10.91128021
4.679999828,-10.75961181
4.695000172,-10.62932958
4.710000038,-10.51949914
4.724999905,-10.42926098
4.739999771,-10.35781439
4.755000114,-10.3044134
4.769999981,-10.26835939
4.784999847,-10.24900207
4.800000191,-10.24573713
4.815000057,-10.25800411
4.829999924,-10.28529562
4.84499979,-10.32716409
4.860000134,-10.38323212
4.875,-10.45319844
4.889999866,-10.53686513
4.90500021,-10.63414515
4.920000076,-10.74509053
4.934999943,-10.86990451
4.949999809,-11.0089773
4.965000153,-11.1629
4.980000019,-11.332494
4.994999886,-11.51883598
5.010000229,-11.72327978
5.025000095,-11.94748111
5.039999962,-12.19341931
5.054999828,-12.46342211
5.070000172,-12.76017695
5.085000038,-13.08674799
5.099999905,-13.44657535
5.114999771,-13.843451
5.130000114,-14.28144676
5.144999981,-14.76475988
5.159999847,-15.29737538
5.175000191,-15.88241496
5.190000057,-16.52089322
5.204999924,-17.20940431
5.21999979,-17.93600594
5.235000134,-18.67346315
5.25,-19.36988979
5.264999866,-19.94089978
5.28000021,-20.27596398
5.295000076,-20.27513656
5.309999943,-19.90538555
5.324999809,-19.22365941
5.340000153,-18.33913383
