,BGL,FREQ,S11,S11_Scaled,S11_Derivative,S11_Mean,S11_Std,S11_Min,S11_Max
6132,150,1.950000048,-6.256690852428571,0.8694403685856871,-5.437234596500686,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16129,150,1.9575000404999998,-6.298739154214285,0.8684489315919586,-5.521839882099431,,,,
6133,150,1.965000033,-6.340787456,0.8674574945982301,-5.606445844541114,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16130,150,1.972500026,-6.384384944857143,0.8664295300562395,-5.709724895591126,,,,
6134,150,1.980000019,-6.427982433714286,0.8654015655142488,-5.8130039397560305,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16131,150,1.987500012,-6.473384893214286,0.8643310424243045,-5.933335428256012,,,,
6135,150,1.995000005,-6.518787352714286,0.86326051933436,-6.053666916755757,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16132,150,2.0024999975,-6.566225795928572,0.8621419907486584,-6.1893994973718245,,,,
6136,150,2.00999999,-6.6136642391428575,0.8610234621629568,-6.325132087036958,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16133,150,2.0175000425,-6.663343339428572,0.8598521021853431,-6.474483476549606,,,,
6137,150,2.025000095,-6.713022439714286,0.8586807422077296,-6.623833671259363,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16134,150,2.0325000285000003,-6.765122085285714,0.8574523093391946,-6.785256056715027,,,,
6138,150,2.039999962,-6.817221730857143,0.8562238764706593,-6.9466810034287905,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16135,150,2.0475000144999997,-6.871900123571429,0.8549346405445376,-7.118542529687602,,,,
6139,150,2.055000067,-6.926578516285714,0.8536454046184158,-7.290401329095469,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16136,150,2.0625,-6.983970454714285,0.8522921872830321,-7.47136263184084,,,,
6140,150,2.069999933,-7.041362393142857,0.8509389699476484,-7.6523268179290636,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16137,150,2.0774999855000003,-7.101582278571429,0.8495190737892676,-7.840795836578743,,,,
6141,150,2.085000038,-7.161802164,0.8480991776308867,-8.02926185230992,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16138,150,2.0924999714999997,-7.224946064357143,0.8466103375093186,-8.224260061690659,,,,
6142,150,2.099999905,-7.288089964714286,0.8451214973877506,-8.419261365069934,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16139,150,2.1074999575,-7.354237837785714,0.8435618280162338,-8.619459606733544,,,,
6143,150,2.11500001,-7.4203857108571425,0.8420021586447172,-8.819654671940869,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16140,150,2.1225000620000003,-7.489601519999999,0.840370151861547,-9.02418261247993,,,,
6144,150,2.130000114,-7.558817329142856,0.8387381450783766,-9.228710566654428,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16141,150,2.1375000474999997,-7.631151764857142,0.8370326056762603,-9.436692112612311,,,,
6145,150,2.144999981,-7.703486200571429,0.8353270662741439,-9.6446769447072,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16142,150,2.1525000335,-7.778978218928572,0.8335470757263228,-9.85510613619417,,,,
6146,150,2.160000086,-7.854470237285714,0.8317670851785017,-10.065531988894838,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16143,150,2.167500019,-7.933143588999999,0.8299120834781322,-10.27770127320623,,,,
6147,150,2.174999952,-8.011816940714285,0.8280570817777626,-10.489873938112122,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16144,150,2.1825000045,-8.093684590142857,0.8261267632444074,-10.702743755509607,,,,
6148,150,2.190000057,-8.175552239571429,0.8241964447110521,-10.915610181204748,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16145,150,2.1974999905,-8.260613481928573,0.8221908259625198,-11.128603172410797,,,,
6149,150,2.204999924,-8.345674724285715,0.8201852072139875,-11.341599543135164,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16146,150,2.2124999765,-8.433911061714287,0.818104724402491,-11.553182768684644,,,,
6150,150,2.220000029,-8.522147399142858,0.8160242415909946,-11.764762637137796,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16147,150,2.227499962,-8.613524437285715,0.813869705684792,-11.97423661319074,,,,
6151,150,2.234999895,-8.704901475428573,0.8117151697785894,-12.183713926891949,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16148,150,2.2424999475,-8.799359569714287,0.8094879871087826,-12.389020804625071,,,,
6152,150,2.25,-8.893817664,0.8072608044389759,-12.594324411157691,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16149,150,2.2575000525,-8.991272195285713,0.8049629702002588,-12.794085479496395,,,,
6153,150,2.265000105,-9.088726726571428,0.8026651359615417,-12.993846547836094,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16150,150,2.272500038,-9.189059088857142,0.8002994467086164,-13.1858056510409,,,,
6154,150,2.279999971,-9.289391451142857,0.7979337574556911,-13.377767812820895,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16151,150,2.2875000235,-9.392444889714286,0.7955039092337268,-13.559066497573996,,,,
6155,150,2.295000076,-9.495498328285715,0.7930740610117624,-13.740362293654544,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16152,150,2.3025000095,-9.601069440857142,0.7905848497469226,-13.908316390618765,,,,
6156,150,2.309999943,-9.70664055342857,0.7880956384820827,-14.076273152479231,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16153,150,2.3174999955,-9.814471226285715,0.7855531501153938,-14.226798973584048,,,,
6157,150,2.325000048,-9.922301899142857,0.7830106617487049,-14.377322406361891,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16154,150,2.332499981,-10.032074327285713,0.7804223896537495,-14.506887423324565,,,,
6158,150,2.339999914,-10.14184675542857,0.7778341175587942,-14.6364545047081,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16155,150,2.3474999665,-10.253171991428571,0.7752092325427851,-14.739858524720212,,,,
6159,150,2.355000019,-10.364497227428572,0.7725843475267758,-14.843260897173453,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16156,150,2.3624999525000003,-10.476912222857143,0.7699337675893105,-14.916029350198542,,,,
6160,150,2.369999886,-10.589327218285714,0.7672831876518453,-14.988798957827104,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16157,150,2.3774999379999997,-10.702288686857143,0.7646197226829543,-15.025112124275685,,,,
6161,150,2.38499999,-10.815250155428572,0.7619562577140632,-15.061424716979326,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16158,150,2.3925000425,-10.928132434571427,0.7592946599152044,-15.056144956475435,,,,
6162,150,2.400000095,-11.041014713714285,0.7566330621163455,-15.050865196324091,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16159,150,2.4075000285000003,-11.153106403999999,0.7539901052377262,-14.99827862696452,,,,
6163,150,2.414999962,-11.265198094285715,0.751347148359107,-14.945691223224426,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16160,150,2.4225000144999997,-11.375711967285714,0.7487413940870133,-14.84038473674065,,,,
6164,150,2.430000067,-11.486225840285714,0.7461356398149197,-14.735079921107218,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16161,150,2.4375,-11.594308295857143,0.7435872147828549,-14.573102658760948,,,,
6165,150,2.444999933,-11.70239075142857,0.7410387897507902,-14.411122815554105,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16162,150,2.4524999855000003,-11.807137359714286,0.738569019082018,-14.188617972806654,,,,
6166,150,2.460000038,-11.911883968,0.7360992484132457,-13.96611667527863,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16163,150,2.4674999714999997,-12.012366046285713,0.733730029077662,-13.681925207892547,,,,
6167,150,2.474999905,-12.112848124571428,0.7313608097420782,-13.397729231294624,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16164,150,2.4824999575,-12.208140513857142,0.7291139556255886,-13.051643352962124,,,,
6168,150,2.49000001,-12.303432903142857,0.7268671015090988,-12.705562965820853,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16165,150,2.4975000620000003,-12.39265232557143,0.7247634390019766,-12.300701752730012,,,,
6169,150,2.505000114,-12.481871748,0.7226597764948542,-11.895840512648723,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16166,150,2.5125000474999997,-12.564216862428571,0.7207182000403914,-11.43764684686856,,,,
6170,150,2.519999981,-12.646561976857143,0.7187766235859286,-10.979445941563727,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16167,150,2.5275000335,-12.721349351142857,0.7170132475069484,-10.475509024760598,,,,
6171,150,2.535000086,-12.796136725428571,0.715249871427968,-9.97158010370091,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16168,150,2.542500019,-12.862841270714286,0.7136770765459507,-9.432803756472072,,,,
6172,150,2.549999952,-12.929545816000001,0.7121042816639334,-8.894018824663668,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16169,150,2.5575000045,-12.987822820714285,0.7107301957697663,-8.332111387707734,,,,
6173,150,2.565000057,-13.046099825428572,0.7093561098755992,-7.770212903747522,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16170,150,2.5724999905,-13.095806837000001,0.7081840917909985,-7.19894113805953,,,,
6174,150,2.579999924,-13.14551384857143,0.7070120737063978,-6.627660308112013,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16171,150,2.5874999765,-13.186706544285714,0.7060408106430126,-6.059986141701142,,,,
6175,150,2.595000029,-13.22789924,0.7050695475796274,-5.492320982324478,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16172,150,2.602499962,-13.260827437857143,0.7042931491971491,-4.941397681446423,,,,
6176,150,2.609999895,-13.293755635714287,0.7035167508146709,-4.390465602445217,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16173,150,2.6174999475,-13.318836869285715,0.7029253722867632,-3.8672991669606622,,,,
6177,150,2.625,-13.343918102857142,0.7023339937588554,-3.344141067202841,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16174,150,2.6325000525,-13.361704947857142,0.7019146061644508,-2.8578518997984332,,,,
6178,150,2.640000105,-13.379491792857142,0.701495218570046,-2.371562732394195,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16175,150,2.647500038,-13.390639440285714,0.7012323734708539,-1.9289680265739269,,,,
6179,150,2.654999971,-13.401787087714286,0.7009695283716617,-1.48636626868163,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16176,150,2.6625000235,-13.407013497428572,0.7008462973322362,-1.0916048647419385,,,,
6180,150,2.670000076,-13.412239907142858,0.700723066292811,-0.6968497506232164,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16177,150,2.6775000095,-13.412295164571429,0.7007217634040726,-0.3521114714944734,,,,
6181,150,2.684999943,-13.412350422,0.7007204605153342,-0.007367722469885833,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16178,150,2.6924999955,-13.407982645428572,0.7008234462505328,0.2875015445252604,,,,
6182,150,2.700000048,-13.403614868857144,0.7009264319857313,0.5823661329607667,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16179,150,2.707499981,-13.395550414000002,0.7011165799474819,0.8288162297603122,,,,
6183,150,2.714999914,-13.38748595914286,0.7013067279092324,1.0752702533665845,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16180,150,2.7224999665,-13.376411664714286,0.7015678434527777,1.27591785243497,,,,
6184,150,2.730000019,-13.365337370285715,0.7018289589963227,1.4765622545404475,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16181,150,2.7374999525000003,-13.351892791714286,0.7021459623471057,1.6345930589534816,,,,
6185,150,2.744999886,-13.338448213142858,0.7024629656978887,1.7926263708110182,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16182,150,2.7524999379999997,-13.32321582457143,0.7028221229739546,1.9117996575969014,,,,
6186,150,2.75999999,-13.307983436,0.7031812802500208,2.0309710614577945,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16183,150,2.7675000425,-13.291492851000001,0.7035701039437943,2.114850171305638,,,,
6187,150,2.775000095,-13.275002266,0.7039589276375677,2.198729275561757,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16184,150,2.7825000285000003,-13.257726506285714,0.7043662645940706,2.251091748638074,,,,
6188,150,2.789999962,-13.24045074657143,0.7047736015505734,2.3034550525394955,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16185,150,2.7975000144999997,-13.222809663428572,0.7051895522951814,2.327791696415099,,,,
6189,150,2.805000067,-13.205168580285715,0.7056055030397893,2.3521279541519697,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16186,150,2.8125,-13.187534505,0.7060212885494526,2.3516795018616103,,,,
6190,150,2.819999933,-13.169900429714286,0.7064370740591159,2.3512310424259173,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16187,150,2.8274999855000003,-13.152598709,0.7068450231377428,2.329055318086832,,,,
6191,150,2.835000038,-13.135296988285715,0.7072529722163694,2.306879947078431,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16188,150,2.8424999714999997,-13.118607757428572,0.7076464796867298,2.26606555308975,,,,
6192,150,2.849999905,-13.10191852657143,0.7080399871570902,2.225250511506927,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16189,150,2.8574999575,-13.086082906000001,0.7084133677547935,2.168325452341763,,,,
6193,150,2.86500001,-13.070247285428572,0.7087867483524969,2.1114012963813997,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16190,150,2.8725000620000003,-13.055459776285716,0.7091354160272116,2.04152775830896,,,,
6194,150,2.880000114,-13.040672267142858,0.7094840837019263,1.9716542155783747,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16191,150,2.8875000474999997,-13.027087897714285,0.7098043831151248,1.8914603998405088,,,,
6195,150,2.894999981,-13.013503528285714,0.7101246825283234,1.8112653170287707,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16192,150,2.9025000335,-13.001232558142856,0.71041401392179,1.723690913540066,,,,
6196,150,2.910000086,-12.988961588,0.7107033453152566,1.636117899555558,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16193,150,2.917500019,-12.978070637285715,0.7109601378841942,1.5441295498013143,,,,
6197,150,2.924999952,-12.967179686571429,0.7112169304531317,1.4521397343530973,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16194,150,2.9325000045,-12.957686071000001,0.7114407759185138,1.3589723993875624,,,,
6198,150,2.940000057,-12.948192455428572,0.711664621383896,1.2658065488779224,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16195,150,2.9474999905,-12.94006581,0.7118562357076768,1.1746851630395727,,,,
6199,150,2.954999924,-12.931939164571428,0.7120478500314575,1.0835623313955913,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16196,150,2.9624999765,-12.925099431571429,0.7122091208565668,0.997759493146934,,,,
6200,150,2.970000029,-12.918259698571429,0.7123703916816762,0.9119580162938403,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16197,150,2.977499962,-12.912577271142858,0.7125043749468165,0.8348115022225007,,,,
6201,150,2.984999895,-12.906894843714285,0.7126383582119571,0.7576637589391507,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16198,150,2.9924999475,-12.902192488571428,0.712749232816835,0.6923195073375358,,,,
6202,150,3.0,-12.89749013342857,0.7128601074217129,0.6269762968802353,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16199,150,3.0075000525,-12.893548777857141,0.7129530387781056,0.5762433472490024,,,,
6203,150,3.015000105,-12.889607422285714,0.7130459701344981,0.5255103976176851,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16200,150,3.022500038,-12.886175003428571,0.713126901513137,0.4915854371039591,,,,
6204,150,3.029999971,-12.882742584571428,0.7132078328917759,0.45765993604780436,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16201,150,3.0375000235,-12.879543073714284,0.7132832726429881,0.44212907501054466,,,,
6205,150,3.045000076,-12.876343562857143,0.7133587123942002,0.42659846142980695,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16202,150,3.0525000095,-12.873094274285714,0.7134353258305628,0.4299203631636797,,,,
6206,150,3.059999943,-12.869844985714286,0.7135119392669254,0.4332423176056713,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16203,150,3.0674999955,-12.866274552857142,0.7135961248123068,0.4546485195767642,,,,
6207,150,3.075000048,-12.86270412,0.7136803103576883,0.47605438190503063,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16204,150,3.082499981,-12.858572689285715,0.7137777234058547,0.5134580677712566,,,,
6208,150,3.089999914,-12.854441258571429,0.7138751364540211,0.5508623496084247,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16205,150,3.0974999665,-12.849559040714286,0.7139902519566561,0.6009104856420555,,,,
6209,150,3.105000019,-12.844676822857142,0.7141053674592912,0.6509578242476497,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16206,150,3.1124999525000003,-12.838923501428571,0.7142410223004824,0.7090366141485169,,,,
6210,150,3.119999886,-12.83317018,0.7143766771416735,0.7671163255742597,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16207,150,3.1274999379999997,-12.826506893571429,0.7145337876166401,0.827774657325029,,,,
6211,150,3.13499999,-12.819843607142857,0.7146908980916067,0.8884320306807522,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16208,150,3.1425000425,-12.812320645,0.7148682784530981,0.945743316083464,,,,
6212,150,3.150000095,-12.804797682857142,0.7150456588145895,1.003054597665476,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16209,150,3.1575000285000003,-12.796552922857142,0.7152400581059108,1.0511824572941273,,,,
6213,150,3.164999962,-12.788308162857142,0.7154344573972323,1.0993110805582884,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16210,150,3.1725000144999997,-12.779560490714285,0.715640714615791,1.132829866831702,,,,
6214,150,3.180000067,-12.770812818571429,0.7158469718343496,1.1663481212773623,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16211,150,3.1875,-12.761845500714287,0.7160584079751812,1.1810004749669862,,,,
6215,150,3.194999933,-12.752878182857144,0.7162698441160127,1.1956530621196844,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16212,150,3.2024999855000003,-12.74402268,0.716478643823915,1.1881891962019717,,,,
6216,150,3.210000038,-12.735167177142857,0.7166874435318171,1.180725449207607,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16213,150,3.2174999714999997,-12.726779453571428,0.7168852136934818,1.1495495014844104,,,,
6217,150,3.224999905,-12.718391729999999,0.7170829838551463,1.118373059098389,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16214,150,3.2324999575,-12.710832858571429,0.7172612109046789,1.0631073255667536,,,,
6218,150,3.24000001,-12.703273987142857,0.7174394379542115,1.0078424689121046,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16215,150,3.2475000620000003,-12.696890497142856,0.7175899512417004,0.9294842864976184,,,,
6219,150,3.255000114,-12.690507007142857,0.7177404645291894,0.8511260988590776,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16216,150,3.2625000474999997,-12.685611515714285,0.7178558930030787,0.7519328221065064,,,,
6220,150,3.269999981,-12.680716024285715,0.7179713214769682,0.6527379780862209,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16217,150,3.2775000335,-12.677576160000001,0.7180453548499213,0.5356908809304292,,,,
6221,150,3.285000086,-12.674436295714285,0.7181193882228742,0.4186456409091698,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16218,150,3.292500019,-12.673263888571428,0.7181470318556437,0.28748503980704027,,,,
6222,150,3.299999952,-12.672091481428572,0.7181746754884131,0.15632234886054805,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16219,150,3.3075000045,-12.673032925000001,0.71815247763631,0.015397586312818115,,,,
6223,150,3.315000057,-12.673974368571429,0.718130279784207,-0.12552493084928856,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16220,150,3.3224999905,-12.677108248571429,0.7180563875118926,-0.27168849167110837,,,,
6224,150,3.329999924,-12.680242128571429,0.7179824952395784,-0.41785437164210587,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16221,150,3.3374999765,-12.685574809285715,0.7178567584865738,-0.564437907761101,,,,
6225,150,3.345000029,-12.69090749,0.7177310217335695,-0.7110191181043022,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16222,150,3.352499962,-12.698372615714288,0.717555005069836,-0.853187919986517,,,,
6226,150,3.359999895,-12.705837741428573,0.7173789884061026,-0.9953589871117323,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16223,150,3.3674999475,-12.71529918,0.7171559016269645,-1.1284387098716364,,,,
6227,150,3.375,-12.724760618571429,0.7169328148478264,-1.2615163122428874,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16224,150,3.3825000525,-12.736014204285715,0.7166674718799677,-1.3809919521038956,,,,
6228,150,3.390000105,-12.74726779,0.7164021289121092,-1.5004675919649857,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16225,150,3.397500038,-12.760049168571427,0.7161007628400347,-1.6023325013023009,,,,
6229,150,3.404999971,-12.772830547142856,0.7157993967679602,-1.7041990337017405,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16226,150,3.4125000235,-12.786825232857144,0.7154694227013866,-1.7850726779513588,,,,
6230,150,3.420000076,-12.80081991857143,0.715139448634813,-1.8659450336229768,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16227,150,3.4275000095,-12.815674992142856,0.7147891878904356,-1.9233190808119471,,,,
6231,150,3.434999943,-12.830530065714285,0.7144389271460581,-1.9806940383442229,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16228,150,3.4424999955,-12.845873157142858,0.7140771596597524,-2.013212878998814,,,,
6232,150,3.450000048,-12.861216248571429,0.7137153921734466,-2.0457312036911137,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16229,150,3.457499981,-12.876676226428572,0.7133508686773989,-2.0535399374695484,,,,
6233,150,3.464999914,-12.892136204285714,0.7129863451813514,-2.0613487956683105,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16230,150,3.4724999665,-12.907363294285714,0.7126273128377916,-2.045806501422415,,,,
6234,150,3.480000019,-12.922590384285714,0.7122682804942319,-2.0302644548154025,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16231,150,3.4874999525000003,-12.937283165,0.7119218463762711,-1.9946599093016113,,,,
6235,150,3.494999886,-12.951975945714285,0.7115754122583102,-1.9590547988572948,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16232,150,3.5024999379999997,-12.965900512857143,0.7112470914843242,-1.9078250347071313,,,,
6236,150,3.50999999,-12.97982508,0.7109187707103382,-1.8565960799815164,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16233,150,3.5175000425,-12.992833861428572,0.710612042813993,-1.7955440624716015,,,,
6237,150,3.525000095,-13.005842642857143,0.7103053149176481,-1.7344920490318478,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16234,150,3.5325000285000003,-13.01788448,0.7100213861426711,-1.6700427968017244,,,,
6238,150,3.539999962,-13.029926317142857,0.709737457367694,-1.6055925219680154,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16235,150,3.5475000144999997,-13.04105173142857,0.7094751364932477,-1.5444848700906884,,,,
6239,150,3.555000067,-13.052177145714285,0.7092128156188013,-1.4833781877812269,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16236,150,3.5625,-13.0625298,0.7089687152864159,-1.4318726222388125,,,,
6240,150,3.569999933,-13.072882454285713,0.7087246149540304,-1.3803662360335287,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16237,150,3.5774999855000003,-13.082688963571428,0.7084933919159456,-1.3439455372425293,,,,
6241,150,3.585000038,-13.092495472857143,0.7082621688778608,-1.3075254187507597,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16238,150,3.5924999714999997,-13.102047442857144,0.7080369475010441,-1.2905664902431448,,,,
6242,150,3.599999905,-13.111599412857144,0.7078117261242273,-1.2736072926514015,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16239,150,3.6074999575,-13.121232337142857,0.7075845959646476,-1.2789941461087195,,,,
6243,150,3.61500001,-13.130865261428571,0.7073574658050681,-1.2843809140953835,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16240,150,3.6225000620000003,-13.140935742857142,0.7071200186928441,-1.3135512298787415,,,,
6244,150,3.630000114,-13.151006224285714,0.70688257158062,-1.3427215476068137,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16241,150,3.6375000474999997,-13.16187360357143,0.7066263347912333,-1.3958587302826568,,,,
6245,150,3.644999981,-13.172740982857142,0.7063700980018466,-1.448996752533111,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16242,150,3.6525000335,-13.184753407857142,0.7060868627218564,-1.5253217093477807,,,,
6246,150,3.660000086,-13.196765832857142,0.7058036274418662,-1.6016454551484398,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16243,150,3.667500019,-13.21024365642857,0.7054858402229731,-1.6993515474683267,,,,
6247,150,3.674999952,-13.22372148,0.70516805300408,-1.7970591965860319,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16244,150,3.6825000045,-13.238952067142858,0.7048089382030451,-1.9138958977185534,,,,
6248,150,3.690000057,-13.254182654285716,0.7044498234020101,-2.030730737265821,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16245,150,3.6974999905,-13.271414383571429,0.7040435246181298,-2.1641564484507807,,,,
6249,150,3.704999924,-13.288646112857144,0.7036372258342494,-2.297584276675855,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16246,150,3.7124999765,-13.30808169357143,0.7031789634812788,-2.444489614856948,,,,
6250,150,3.720000029,-13.327517274285714,0.7027207011283083,-2.5913926221563495,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16247,150,3.727499962,-13.349324330714285,0.7022065228726015,-2.7495118007185253,,,,
6251,150,3.734999895,-13.371131387142857,0.7016923446168948,-2.9076334986687025,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16248,150,3.7424999475,-13.395435457857143,0.7011192904439312,-3.0740781144660696,,,,
6252,150,3.75,-13.419739528571428,0.7005462362709676,-3.240520078264249,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16249,150,3.7575000525,-13.446628362857144,0.6999122371818973,-3.4128364434781853,,,,
6253,150,3.765000105,-13.473517197142858,0.6992782380928272,-3.5851528086923237,-6.147497565606,5.174693464269902,-19.0706667,-1.6638294032857144
16250,150,3.772500038,-13.503049292857142,0.6985819147943815,-3.761398969352253,,,,
