0,-7.440562878,,tand,0.1743,0.1772,0.1831
0.015,-7.441465159,,epsilon,58.53,57.68,55.99
0.029999999,-7.444144548,,,,,
0.045000002,-7.448525129,,,,,
0.059999999,-7.454476991,,,,,
0.075000003,-7.461820559,,,,,
0.090000004,-7.4703216,,,,,
0.104999997,-7.479701179,,,,,
0.119999997,-7.489626158,,,,,
0.135000005,-7.499717058,,,,,
0.150000006,-7.509548898,,,,,
0.165000007,-7.518655235,,,,,
0.180000007,-7.526530338,,,,,
0.194999993,-7.532632764,,,,,
0.209999993,-7.53639877,,,,,
0.224999994,-7.537239086,,,,,
0.239999995,-7.534557291,,,,,
0.254999995,-7.527755723,,,,,
0.270000011,-7.516247469,,,,,
0.284999996,-7.499466601,,,,,
0.300000012,-7.476879417,,,,,
0.314999998,-7.448000365,,,,,
0.330000013,-7.412400997,,,,,
0.344999999,-7.369721822,,,,,
0.360000014,-7.31967697,,,,,
0.375,-7.262064739,,,,,
0.389999986,-7.196770327,,,,,
0.405000001,-7.123770573,,,,,
0.419999987,-7.043126768,,,,,
0.435000002,-6.954986098,,,,,
0.449999988,-6.859574149,,,,,
0.465000004,-6.757184012,,,,,
0.479999989,-6.648172369,,,,,
0.495000005,-6.532942419,,,,,
0.50999999,-6.411938027,,,,,
0.524999976,-6.285627893,,,,,
0.540000021,-6.154499696,,,,,
0.555000007,-6.019045382,,,,,
0.569999993,-5.879755718,,,,,
0.584999979,-5.737110632,,,,,
0.600000024,-5.591573883,,,,,
0.61500001,-5.44359256,,,,,
0.629999995,-5.293582681,,,,,
0.644999981,-5.14193981,,,,,
0.660000026,-4.989028723,,,,,
0.675000012,-4.835189468,,,,,
0.689999998,-4.680731304,,,,,
0.704999983,-4.525942086,,,,,
0.720000029,-4.371088008,,,,,
0.735000014,-4.216408355,,,,,
0.75,-4.062132488,,,,,
0.764999986,-3.908468386,,,,,
0.779999971,-3.755616898,,,,,
0.795000017,-3.603770235,,,,,
0.810000002,-3.453113204,,,,,
0.824999988,-3.303833356,,,,,
0.839999974,-3.156113913,,,,,
0.855000019,-3.010146834,,,,,
0.870000005,-2.866129746,,,,,
0.88499999,-2.724271264,,,,,
0.899999976,-2.584790551,,,,,
0.915000021,-2.447921973,,,,,
0.930000007,-2.313912087,,,,,
0.944999993,-2.183032455,,,,,
0.959999979,-2.055560271,,,,,
0.975000024,-1.931803855,,,,,
0.99000001,-1.81207776,,,,,
1.004999995,-1.696719803,,,,,
1.019999981,-1.586077225,,,,,
1.034999967,-1.480514114,,,,,
1.049999952,-1.380399901,,,,,
1.065000057,-1.286109499,,,,,
1.080000043,-1.198020753,,,,,
1.095000029,-1.11650591,,,,,
1.110000014,-1.041921251,,,,,
1.125,-0.974613159,,,,,
1.139999986,-0.914899706,,,,,
1.154999971,-0.863069523,,,,,
1.169999957,-0.819378821,,,,,
1.184999943,-0.784036517,,,,,
1.200000048,-0.757207669,,,,,
1.215000033,-0.739005163,,,,,
1.230000019,-0.729486419,,,,,
1.245000005,-0.728655435,,,,,
1.25999999,-0.736454669,,,,,
1.274999976,-0.752774195,,,,,
1.289999962,-0.777450725,,,,,
1.304999948,-0.81026729,,,,,
1.320000052,-0.850965888,,,,,
1.335000038,-0.899241454,,,,,
1.350000024,-0.954765181,,,,,
1.36500001,-1.017166938,,,,,
1.379999995,-1.086069807,,,,,
1.394999981,-1.161073961,,,,,
1.409999967,-1.241775376,,,,,
1.424999952,-1.327767662,,,,,
1.440000057,-1.418654125,,,,,
1.455000043,-1.514039027,,,,,
1.470000029,-1.613550315,,,,,
1.485000014,-1.716827378,,,,,
1.5,-1.823533099,,,,,
1.514999986,-1.933352907,,,,,
1.529999971,-2.04600125,,,,,
1.544999957,-2.161214818,,,,,
1.559999943,-2.278760368,,,,,
1.575000048,-2.398430859,,,,,
1.590000033,-2.520048287,,,,,
1.605000019,-2.643462478,,,,,
1.620000005,-2.768549154,,,,,
1.63499999,-2.895211761,,,,,
1.649999976,-3.023377482,,,,,
1.664999962,-3.153001671,,,,,
1.679999948,-3.284057367,,,,,
1.695000052,-3.416544629,,,,,
1.710000038,-3.550484333,,,,,
1.725000024,-3.685919554,,,,,
1.74000001,-3.82290577,,,,,
1.754999995,-3.961526438,,,,,
1.769999981,-4.101873957,,,,,
1.784999967,-4.244063234,,,,,
1.799999952,-4.388224317,,,,,
1.815000057,-4.534498521,,,,,
1.830000043,-4.683045306,,,,,
1.845000029,-4.834034071,,,,,
1.860000014,-4.98765033,,,,,
1.875,-5.144089202,,,,,
1.889999986,-5.303555212,,,,,
1.904999971,-5.466267238,,,,,
1.919999957,-5.632450254,,,,,
1.934999943,-5.80233715,,,,,
1.950000048,-5.976169827,,,,,
1.965000033,-6.154196058,,,,,
1.980000019,-6.33666716,,,,,
1.995000005,-6.523838545,,,,,
2.00999999,-6.715968418,,,,,
2.025000095,-6.913312642,,,,,
2.039999962,-7.116125156,,,,,
2.055000067,-7.324658282,,,,,
2.069999933,-7.539155234,,,,,
2.085000038,-7.759848574,,,,,
2.099999905,-7.986957383,,,,,
2.11500001,-8.220685684,,,,,
2.130000114,-8.461211456,,,,,
2.144999981,-8.708690418,,,,,
2.160000086,-8.963245747,,,,,
2.174999952,-9.224956347,,,,,
2.190000057,-9.493860477,,,,,
2.204999924,-9.769942744,,,,,
2.220000029,-10.05311818,,,,,
2.234999895,-10.34323765,,,,,
2.25,-10.64005785,,,,,
2.265000105,-10.94324243,,,,,
2.279999971,-11.25234115,,,,,
2.295000076,-11.56677754,,,,,
2.309999943,-11.88582955,,,,,
2.325000048,-12.20861182,,,,,
2.339999914,-12.53406545,,,,,
2.355000019,-12.86092979,,,,,
2.369999886,-13.18773923,,,,,
2.38499999,-13.51281033,,,,,
2.400000095,-13.83423762,,,,,
2.414999962,-14.14989227,,,,,
2.430000067,-14.45744826,,,,,
2.444999933,-14.75441358,,,,,
2.460000038,-15.03817611,,,,,
2.474999905,-15.30607993,,,,,
2.49000001,-15.55550438,,,,,
2.505000114,-15.78397101,,,,,
2.519999981,-15.98925791,,,,,
2.535000086,-16.16950343,,,,,
2.549999952,-16.32331404,,,,,
2.565000057,-16.44982787,,,,,
2.579999924,-16.54877625,,,,,
2.595000029,-16.62046831,,,,,
2.609999895,-16.66577678,,,,,
2.625,-16.68606276,,,,,
2.640000105,-16.683078,,,,,
2.654999971,-16.65887012,,,,,
2.670000076,-16.61566433,,,,,
2.684999943,-16.55577154,,,,,
2.700000048,-16.48148825,,,,,
2.714999914,-16.39503124,,,,,
2.730000019,-16.2984839,,,,,
2.744999886,-16.19376789,,,,,
2.75999999,-16.08261415,,,,,
2.775000095,-15.96657057,,,,,
2.789999962,-15.84699243,,,,,
2.805000067,-15.72505527,,,,,
2.819999933,-15.60177429,,,,,
2.835000038,-15.47801675,,,,,
2.849999905,-15.35451289,,,,,
2.86500001,-15.23189035,,,,,
2.880000114,-15.11066302,,,,,
2.894999981,-14.99127042,,,,,
2.910000086,-14.87407666,,,,,
2.924999952,-14.75938949,,,,,
2.940000057,-14.64746102,,,,,
2.954999924,-14.53850501,,,,,
2.970000029,-14.43270026,,,,,
2.984999895,-14.3301978,,,,,
3,-14.23112194,,,,,
3.015000105,-14.13558089,,,,,
3.029999971,-14.04366658,,,,,
3.045000076,-13.95545566,,,,,
3.059999943,-13.87101372,,,,,
3.075000048,-13.79039738,,,,,
3.089999914,-13.71365657,,,,,
3.105000019,-13.6408319,,,,,
3.119999886,-13.57195806,,,,,
3.13499999,-13.50706547,,,,,
3.150000095,-13.44617802,,,,,
3.164999962,-13.38931446,,,,,
3.180000067,-13.33649109,,,,,
3.194999933,-13.28771712,,,,,
3.210000038,-13.24300092,,,,,
3.224999905,-13.20234395,,,,,
3.24000001,-13.16574455,,,,,
3.255000114,-13.13320019,,,,,
3.269999981,-13.10470019,,,,,
3.285000086,-13.08023227,,,,,
3.299999952,-13.05978253,,,,,
3.315000057,-13.04332976,,,,,
3.329999924,-13.03085228,,,,,
3.345000029,-13.02232375,,,,,
3.359999895,-13.01771403,,,,,
3.375,-13.01699165,,,,,
3.390000105,-13.02011987,,,,,
3.404999971,-13.02705829,,,,,
3.420000076,-13.03776623,,,,,
3.434999943,-13.05219558,,,,,
3.450000048,-13.07029738,,,,,
3.464999914,-13.09202101,,,,,
3.480000019,-13.11730815,,,,,
3.494999886,-13.14610162,,,,,
