FREQ,S11
13.78499985,-3.131185857
13.80000019,-3.182966693
13.81499958,-3.236801072
13.82999992,-3.293088535
13.84500027,-3.352208533
13.85999966,-3.414489539
13.875,-3.480204101
13.89000034,-3.549547814
13.90499973,-3.622635264
13.92000008,-3.699492733
13.93500042,-3.780049463
13.94999981,-3.864143844
13.96500015,-3.951529933
13.97999954,-4.041882847
13.99499989,-4.134812585
14.01000023,-4.229892315
14.02499962,-4.326660149
14.03999996,-4.424658818
14.05500031,-4.523454515
14.06999969,-4.622658376
14.08500004,-4.721955951
14.10000038,-4.821124083
14.11499977,-4.920052698
14.13000011,-5.018748344
14.14500046,-5.117345707
14.15999985,-5.216107292
14.17500019,-5.315410286
14.18999958,-5.415735294
14.20499992,-5.517652077
14.22000027,-5.621789494
14.23499966,-5.72881516
14.25,-5.839406295
14.26500034,-5.954224359
14.27999973,-6.07389334
14.29500008,-6.198969478
14.31000042,-6.32993255
14.32499981,-6.46716238
14.34000015,-6.61092996
14.35499954,-6.76140039
14.36999989,-6.918623616
14.38500023,-7.08254614
14.39999962,-7.253020504
14.41499996,-7.429831099
14.43000031,-7.612705447
14.44499969,-7.801355603
14.46000004,-7.995507448
14.47500038,-8.194940789
14.48999977,-8.399522503
14.50500011,-8.609258974
14.52000046,-8.82432508
14.53499985,-9.045096642
14.55000019,-9.272193941
14.56499958,-9.50649233
14.57999992,-9.749141731
14.59500027,-10.00157633
14.60999966,-10.265521
14.625,-10.5429861
14.64000034,-10.83626605
14.65499973,-11.14794519
14.67000008,-11.48089799
14.68500042,-11.83830549
14.69999981,-12.22369347
14.71500015,-12.64097534
14.72999954,-13.09454142
14.74499989,-13.58936835
14.76000023,-14.13120232
14.77499962,-14.7268048
14.78999996,-15.38430656
14.80500031,-16.11373641
14.81999969,-16.92780576
14.83500004,-17.84311628
14.85000038,-18.88210033
14.86499977,-20.07625629
14.88000011,-21.47192708
14.89500046,-23.14129116
14.90999985,-25.20535922
14.92500019,-27.88748902
14.93999958,-31.64887511
14.95499992,-37.29113995
14.97000027,-38.9268504
14.98499966,-33.01175281
15,-28.88826823
