iter	Logloss
0	0.6820667478
1	0.6669205915
2	0.6541342826
3	0.6417763559
4	0.6322698086
5	0.6198438002
6	0.6081896965
7	0.6015488158
8	0.590715369
9	0.5834008277
10	0.5736568645
11	0.5663091562
12	0.5596483344
13	0.5501229842
14	0.5440071596
15	0.536302045
16	0.5295738584
17	0.5257748571
18	0.5216093155
19	0.5144303432
20	0.5098731202
21	0.504839132
22	0.500037827
23	0.4961024214
24	0.4909939013
25	0.4866168484
26	0.4812691681
27	0.4759668797
28	0.4710944623
29	0.4669143277
30	0.4622917665
31	0.4578116468
32	0.4527093432
33	0.447487903
34	0.4448925054
35	0.4416155565
36	0.4381573067
37	0.4351024243
38	0.4319785506
39	0.4300684501
40	0.4271815351
41	0.4235370318
42	0.421241057
43	0.4181659003
44	0.415285205
45	0.4128610473
46	0.4108688096
47	0.4095558777
48	0.4082855327
49	0.4058540507
50	0.4035327097
51	0.4013628939
52	0.398965708
53	0.3969368328
54	0.3950796161
55	0.3930893764
56	0.3912304116
57	0.3894999409
58	0.387464623
59	0.3857670149
60	0.384213796
61	0.3823210567
62	0.3796876668
63	0.3784295237
64	0.3770326609
65	0.3759860832
66	0.3736217803
67	0.3719438476
68	0.3700373626
69	0.3683764231
70	0.3667144215
71	0.3652371669
72	0.3631127961
73	0.3608748262
74	0.3595965177
75	0.3579242983
76	0.3565878618
77	0.3554344483
78	0.3538413441
79	0.352576721
80	0.3515417922
81	0.3500439529
82	0.3486895148
83	0.3474609692
84	0.3460746515
85	0.3448294376
86	0.3428366913
87	0.3418195443
88	0.3413407671
89	0.3402600151
90	0.3393645706
91	0.3381188603
92	0.3367119876
93	0.3355457315
94	0.3345255675
95	0.3332593095
96	0.3315109592
97	0.3307931825
98	0.3294916621
99	0.3288774958
100	0.328031898
101	0.3263323669
102	0.3252601147
103	0.3243443264
104	0.3231316705
105	0.3209353038
106	0.3199252814
107	0.3189159093
108	0.3172511461
109	0.3158676119
110	0.3151045567
111	0.3135986211
112	0.3126995958
113	0.3113724574
114	0.3100736361
115	0.3094187214
116	0.3088154208
117	0.3083995495
118	0.3076557407
119	0.3065747612
120	0.3054372508
121	0.3037738955
122	0.3030074293
123	0.3021605343
124	0.3015248304
125	0.3005980986
126	0.2995456359
127	0.2984358175
128	0.2977150131
129	0.2964570618
130	0.295968053
131	0.2948853817
132	0.2936558036
133	0.292892789
134	0.2920559094
135	0.2912492486
136	0.2889969974
137	0.2874772929
138	0.2862927467
139	0.2849902782
140	0.2838128054
141	0.2831918839
142	0.2827323711
143	0.2814279492
144	0.2808070657
145	0.2805428399
146	0.279640471
147	0.278653675
148	0.2777938934
149	0.2770021559
150	0.2763954993
151	0.2757190067
152	0.2748206662
153	0.2741814425
154	0.2730598859
155	0.2723124356
156	0.2716383621
157	0.270408921
158	0.2689965138
159	0.267966049
160	0.2673165463
161	0.2665806223
162	0.2653749758
163	0.2643927664
164	0.2632409515
165	0.2629200107
166	0.2622057699
167	0.2607836811
168	0.2595774666
169	0.2591283686
170	0.2585728968
171	0.2575293395
172	0.2568025084
173	0.2562245107
174	0.2550542839
175	0.2545689332
176	0.2540945194
177	0.2533414449
178	0.2521473641
179	0.2515659625
180	0.2510539242
181	0.2507089495
182	0.2503818635
183	0.2498448404
184	0.2493871489
185	0.2485776401
186	0.2476730773
187	0.2471379023
188	0.2466290545
189	0.2461662837
190	0.2453198754
191	0.2443050545
192	0.2436221311
193	0.2424270482
194	0.2418070968
195	0.2409584339
196	0.2395565167
197	0.239049727
198	0.238274128
199	0.2376116809
200	0.2362303622
201	0.2358182606
202	0.2342835594
203	0.2339078082
204	0.2334954883
205	0.2327073249
206	0.2317852174
207	0.2308966863
208	0.2303726526
209	0.2285013185
210	0.2279432081
211	0.2275110479
212	0.2269383831
213	0.2264877452
214	0.2258909559
215	0.2253145582
216	0.2244712967
217	0.2235345592
218	0.2227835708
219	0.221884896
220	0.2209993263
221	0.2206506094
222	0.2201857033
223	0.219022453
224	0.2178531508
225	0.2175285319
226	0.2171492862
227	0.2159362808
228	0.2142976911
229	0.2138278527
230	0.2123695569
231	0.2119751119
232	0.211302021
233	0.2109535482
234	0.2099805617
235	0.2093212576
236	0.2084348716
237	0.2075255802
238	0.2066783876
239	0.2063560127
240	0.2056178728
241	0.2048213445
242	0.2042498052
243	0.2035268303
244	0.2034055949
245	0.2025598401
246	0.202102084
247	0.2014921201
248	0.2005749351
249	0.1999580621
250	0.199346784
251	0.1987815837
252	0.1984107921
253	0.1974655102
254	0.1970437768
255	0.1966822575
256	0.196082503
257	0.1956853838
258	0.1949221512
259	0.1945397636
260	0.1936116505
261	0.1932125829
262	0.192362323
263	0.1920269551
264	0.191670465
265	0.190835124
266	0.189708187
267	0.1890566333
268	0.1884504806
269	0.1876647676
270	0.1871991801
271	0.1866792986
272	0.1859568886
273	0.185408843
274	0.184952326
275	0.1847225223
276	0.1840733696
277	0.1835517071
278	0.183052283
279	0.1827091145
280	0.1821397539
281	0.1817186976
282	0.1814463369
283	0.1808557968
284	0.1801757187
285	0.1799978829
286	0.1791077809
287	0.1786514132
288	0.1773898996
289	0.1762915218
290	0.1759141147
291	0.1755226606
292	0.1749130736
293	0.1740131855
294	0.173558135
295	0.1723234087
296	0.1718924048
297	0.1716781614
298	0.1708107721
299	0.1697803879
300	0.1695574096
301	0.1693021431
302	0.1686301602
303	0.168200386
304	0.1675882747
305	0.1670848136
306	0.1667917273
307	0.1661154462
308	0.1656323035
309	0.164964235
310	0.1647405523
311	0.1637852616
312	0.1630577206
313	0.1620709936
314	0.1614006503
315	0.160997726
316	0.1600389094
317	0.1594048854
318	0.1585371793
319	0.1580764718
320	0.1573814262
321	0.1571807344
322	0.1564647707
323	0.1556729244
324	0.1550932312
325	0.1545710366
326	0.154038608
327	0.1537775947
328	0.1533717109
329	0.1529099197
330	0.1526359949
331	0.152243012
332	0.1519120863
333	0.1511025432
334	0.1505011215
335	0.1498380827
336	0.1488350159
337	0.1479616404
338	0.1473200882
339	0.1468727062
340	0.1462802981
341	0.1461188867
342	0.1458738217
343	0.1453090896
344	0.1450910929
345	0.1447165627
346	0.1444824306
347	0.1438525853
348	0.1435091706
349	0.1429629057
350	0.1425695356
351	0.1423403582
352	0.141707335
353	0.1407719447
354	0.1404331438
355	0.1398626624
356	0.1393812282
357	0.1389135788
358	0.1384382639
359	0.1380075441
360	0.13750272
361	0.1368673801
362	0.13603083
363	0.135285728
364	0.1349003323
365	0.134353184
366	0.13389173
367	0.1329677191
368	0.13181495
369	0.1313721338
370	0.1310250466
371	0.1305657301
372	0.1299170123
373	0.1297064543
374	0.129178423
375	0.1290037907
376	0.1287532586
377	0.1283341471
378	0.1280669377
379	0.1276272871
380	0.1274309103
381	0.1264839945
382	0.126266236
383	0.1256487846
384	0.1251037241
385	0.1249721656
386	0.1245536146
387	0.1241512489
388	0.1235671731
389	0.1228681694
390	0.1224729064
391	0.1224098103
392	0.1220803169
393	0.1216208597
394	0.121054884
395	0.1208686665
396	0.1207558113
397	0.1204905593
398	0.1200836214
399	0.1195841877
400	0.1193098422
401	0.1188143115
402	0.1182877847
403	0.1180430344
404	0.1175057297
405	0.1172355388
406	0.1170458507
407	0.1166384507
408	0.1160318714
409	0.1156168237
410	0.1150419152
411	0.1148979584
412	0.1145216257
413	0.1142432106
414	0.1137610836
415	0.1133167101
416	0.1127310622
417	0.1124858885
418	0.1118556601
419	0.1112045019
420	0.1109159887
421	0.1104091569
422	0.1103001068
423	0.1100027566
424	0.1095556711
425	0.1086433586
426	0.1085424498
427	0.1082964338
428	0.1080477646
429	0.1074869274
430	0.1074336223
431	0.1071872305
432	0.1070491145
433	0.1065368205
434	0.106433499
435	0.1057830062
436	0.1054889576
437	0.1052440528
438	0.1051192585
439	0.104871059
440	0.104266779
441	0.1038389055
442	0.1035723265
443	0.1033604129
444	0.1029338412
445	0.1026341758
446	0.1024073059
447	0.1018413787
448	0.1015096167
449	0.1013653004
450	0.1010199794
451	0.1006892024
452	0.1003961892
453	0.1001542686
454	0.09948918863
455	0.09919535468
456	0.09826851851
457	0.09787204831
458	0.0977299957
459	0.09740149769
460	0.09693283674
461	0.09656311105
462	0.09615816764
463	0.09600219873
464	0.09567519381
465	0.09539543701
466	0.09520028042
467	0.09491809494
468	0.09481009536
469	0.0946193826
470	0.09422327087
471	0.09384886677
472	0.09338270523
473	0.09298475742
474	0.09268048973
475	0.09221248515
476	0.09185531066
477	0.09130776407
478	0.09111829919
479	0.09080652637
480	0.09052064187
481	0.09036954732
482	0.0900602544
483	0.089700309
484	0.08946357832
485	0.08920657222
486	0.08900670885
487	0.08850928123
488	0.08826733631
489	0.08806610542
490	0.08785268416
491	0.0877147394
492	0.08746014445
493	0.08718075914
494	0.08707014465
495	0.08668824081
496	0.08660147134
497	0.08638570405
498	0.08605957092
499	0.08584578433
500	0.08568157861
501	0.085438519
502	0.08523585773
503	0.08505011789
504	0.08468676749
505	0.08454001101
506	0.08437286582
507	0.08396143286
508	0.0838100296
509	0.0837050737
510	0.08360211393
511	0.0834676345
512	0.08330490507
513	0.08323732313
514	0.08314304496
515	0.08304493206
516	0.08270394648
517	0.08225313893
518	0.08211692604
519	0.08183840457
520	0.08165379919
521	0.08156838418
522	0.08130111873
523	0.08128650382
524	0.0809558894
525	0.08082540753
526	0.08073647478
527	0.08058820291
528	0.08010885262
529	0.07992934959
530	0.07977000664
531	0.0795673501
532	0.07926131241
533	0.07913778369
534	0.07873710348
535	0.07858275902
536	0.07852361244
537	0.07844957475
538	0.07831296214
539	0.07821033945
540	0.07801488644
541	0.07785291504
542	0.07769359904
543	0.07764575337
544	0.07737213164
545	0.07709892828
546	0.07676755369
547	0.07660608177
548	0.07635397957
549	0.07621000155
550	0.07581067557
551	0.07554207016
552	0.07524303425
553	0.07495309241
554	0.07478527474
555	0.07451865998
556	0.07423721861
557	0.07409195357
558	0.07371344379
559	0.0735464794
560	0.07333725934
561	0.07306013997
562	0.07285069063
563	0.07265262211
564	0.07229453931
565	0.07203412863
566	0.07186992843
567	0.07171639562
568	0.07146862025
569	0.07124929487
570	0.0709513636
571	0.07068244242
572	0.07042414145
573	0.07004689006
574	0.06979064327
575	0.06944496058
576	0.06934228289
577	0.06910373552
578	0.06874667591
579	0.06862751502
580	0.06835666121
581	0.06829486718
582	0.06811445146
583	0.06790136384
584	0.06745372949
585	0.06732694819
586	0.06710934457
587	0.06689017599
588	0.06679008738
589	0.06656162891
590	0.06638090304
591	0.06619651685
592	0.06608793029
593	0.06604154072
594	0.06598266236
595	0.06584052448
596	0.06563354593
597	0.06550492264
598	0.06535370952
599	0.06521819666
600	0.06514721771
601	0.06499293276
602	0.06493209082
603	0.06476522705
604	0.0645495485
605	0.06433867486
606	0.06422909427
607	0.06388606019
608	0.0637365361
609	0.06361936445
610	0.06332180708
611	0.06321729698
612	0.06308404137
613	0.06288890629
614	0.06267443924
615	0.06256336122
616	0.06245500937
617	0.06224588243
618	0.06214835773
619	0.0619000813
620	0.06186846045
621	0.06184049095
622	0.06164851005
623	0.06160161241
624	0.0614888208
625	0.06127049053
626	0.06119108878
627	0.06103268387
628	0.06078324341
629	0.0607192794
630	0.06068167037
631	0.06049334365
632	0.06035434275
633	0.06022697916
634	0.06012231132
635	0.0600713611
636	0.05995438497
637	0.05980829045
638	0.05954120706
639	0.05927244119
640	0.0590303487
641	0.05884361664
642	0.0587073797
643	0.0584844816
644	0.0584240506
645	0.05824924785
646	0.0579710135
647	0.05782873086
648	0.05762469319
649	0.05741414315
650	0.05723499646
651	0.05709020244
652	0.05692121058
653	0.05682167434
654	0.05673069786
655	0.05657647383
656	0.05648831644
657	0.05631815091
658	0.05623154291
659	0.05610456789
660	0.05601052965
661	0.055904545
662	0.05577663343
663	0.05565213694
664	0.05544263416
665	0.05533670792
666	0.05529499033
667	0.05520009965
668	0.05501917946
669	0.05477379997
670	0.05469078211
671	0.05461295687
672	0.0544443612
673	0.05435711921
674	0.05422556201
675	0.05418699966
676	0.05410311157
677	0.0539503419
678	0.05387190692
679	0.05367775637
680	0.05357653445
681	0.0535382364
682	0.0532283952
683	0.05306337329
684	0.05293648026
685	0.05281794766
686	0.05277250204
687	0.05273171891
688	0.05261182167
689	0.05257003562
690	0.05249150336
691	0.05232426659
692	0.05222353852
693	0.05218598996
694	0.05196513938
695	0.0519174298
696	0.05189176696
697	0.05178522313
698	0.05160192291
699	0.051519598
700	0.05136319694
701	0.05124785604
702	0.05113635653
703	0.05102295117
704	0.05095706966
705	0.05073313134
706	0.05061684437
707	0.0504837728
708	0.05039994827
709	0.05031350737
710	0.05017369678
711	0.05008205418
712	0.05001189439
713	0.04995071803
714	0.04980467527
715	0.04946474519
716	0.04932979869
717	0.04927429468
718	0.04920067026
719	0.04909663356
720	0.04898889024
721	0.04889667249
722	0.04877666825
723	0.04872955575
724	0.04862084392
725	0.04847159306
726	0.04840586454
727	0.04823830612
728	0.04792451279
729	0.04786436702
730	0.04774955916
731	0.04768662831
732	0.04761738459
733	0.04755643136
734	0.04748332739
735	0.04742652792
736	0.04737089484
737	0.04730508842
738	0.04722472294
739	0.04711465973
740	0.04706307753
741	0.04701651396
742	0.04684892479
743	0.04675243267
744	0.04669295528
745	0.0465846745
746	0.04652256809
747	0.04645676707
748	0.04640426613
749	0.0463555844
750	0.04625548182
751	0.04614094998
752	0.04612409993
753	0.04605856574
754	0.04599537179
755	0.04594095882
756	0.04574020859
757	0.0455985105
758	0.04540234719
759	0.04527591189
760	0.04521625752
761	0.04509652359
762	0.04504118967
763	0.04495262547
764	0.04479770845
765	0.04467572153
766	0.04459142389
767	0.04445188405
768	0.04433666735
769	0.04418873084
770	0.04413254587
771	0.04407848989
772	0.04403813886
773	0.04392394572
774	0.04382830952
775	0.04377693973
776	0.04363845715
777	0.04358798673
778	0.04351744018
779	0.04338230184
780	0.04333621253
781	0.04326900638
782	0.04324176881
783	0.04313552894
784	0.04305865903
785	0.04298476399
786	0.04289577659
787	0.04276528975
788	0.04271460886
789	0.0426764179
790	0.04259454246
791	0.0424682712
792	0.04233994093
793	0.04228749722
794	0.04218354365
795	0.04213344268
796	0.04202635853
797	0.04190205769
798	0.04179909817
799	0.04172586934
800	0.04169028793
801	0.04156585749
802	0.0415471614
803	0.04152125853
804	0.04143677573
805	0.04134712399
806	0.04127041771
807	0.04115210535
808	0.04110684694
809	0.0409258912
810	0.04086867692
811	0.04075574638
812	0.04068859873
813	0.04053335183
814	0.0404742664
815	0.04044667259
816	0.04032300536
817	0.04026053894
818	0.04018836168
819	0.04013855547
820	0.04010814253
821	0.04006089769
822	0.0399914263
823	0.03994571536
824	0.03990379315
825	0.03981742685
826	0.03974107488
827	0.03969603289
828	0.03955352279
829	0.03938948103
830	0.03929919703
831	0.03920310005
832	0.03916757483
833	0.03910412181
834	0.03895366668
835	0.03889616164
836	0.03888057752
837	0.03884430286
838	0.03880863195
839	0.03871899618
840	0.03855853702
841	0.03847587608
842	0.03842890816
843	0.03840622105
844	0.03834090604
845	0.03827832823
846	0.03822407179
847	0.03819374939
848	0.03812886615
849	0.03810230057
850	0.03798462113
851	0.03790683069
852	0.03782516902
853	0.03768689822
854	0.03766493385
855	0.03754382945
856	0.03744778361
857	0.03738810726
858	0.03734217814
859	0.03721382745
860	0.03717204269
861	0.03711787023
862	0.03706155083
863	0.03700039382
864	0.03697881844
865	0.03691302001
866	0.03685097861
867	0.03679044473
868	0.03668740529
869	0.03661163841
870	0.03658850571
871	0.03652531658
872	0.03647062293
873	0.03632770728
874	0.0362777591
875	0.03624881436
876	0.03618864538
877	0.03615779334
878	0.03613516028
879	0.03611081309
880	0.03605350615
881	0.03599783166
882	0.03593110009
883	0.03590199038
884	0.03589409434
885	0.03583374506
886	0.03576368977
887	0.03571637454
888	0.03565529016
889	0.03560726639
890	0.03546043489
891	0.03540539478
892	0.0353694033
893	0.03530925506
894	0.03522359904
895	0.03518329967
896	0.03516091966
897	0.03512671578
898	0.03503622869
899	0.03493784113
900	0.03481407135
901	0.03475989597
902	0.03470102752
