#Parameters = {FSS=70; FSSX=1; FSSY=-1; MT=0.018; T=0.13; epsilon=8.971684525; g=-10; gl=15; gw=26; hg=18; hgl=-3; hgnd1up=0; hgw=0.5; hgx1=15; hgy1=10; hsll=1.5; hslw=14.5; n=2; phanup=50; phanx=0; phany=0; pl=26; plusex=0; plusey=0; plusl=6.5; plusw=2.5; plusx=4; plusy=4; pw=23; r=17.35655495771; sl=24; sll=-10; sll1=-16; slot1side=0; slot1up=-1; slot2side=0; slot2up=-8; slw=0.5; slw1=0.5; stripl=19; stripw=1.5; stubl=2; stubw=0.5; stubx=-2.5; stw=0.5; stw1=0; sty=1; sw=30; tand=0.519713008; x=17}
#"Frequency / GHz"	"S1,1 (6) [Magnitude]"
#----------------------------------------
1.0000000000000	-2.9730995748995
1.0039999485016	-2.9827566393609
1.0080000162125	-2.9938520901359
1.0119999647141	-3.0067560032422
1.0160000324249	-3.0218437816315
1.0199999809265	-3.0394921955358
1.0240000486374	-3.0600865533577
1.0279999971390	-3.0840166065376
1.0319999456406	-3.1116792719938
1.0360000133514	-3.1434812026750
1.0399999618530	-3.1798421568013
1.0440000295639	-3.2211953213096
1.0479999780655	-3.2679925373561
1.0520000457764	-3.3207040689390
1.0559999942780	-3.3798268984598
1.0599999427795	-3.4458848251778
1.0640000104904	-3.5194350055155
1.0679999589920	-3.6010707599541
1.0720000267029	-3.6914277744198
1.0759999752045	-3.7911884179708
1.0800000429153	-3.9010909824059
1.0839999914169	-4.0219321668884
1.0880000591278	-4.1545769695538
1.0920000076294	-4.2999671786093
1.0959999561310	-4.4591272588894
1.1000000238419	-4.6331781587490
1.1039999723434	-4.8233460273837
1.1080000400543	-5.0309749879044
1.1119999885559	-5.2575387649499
1.1160000562668	-5.5046620934415
1.1200000047684	-5.7741274966042
1.1239999532700	-6.0678995412429
1.1280000209808	-6.3881411714351
1.1319999694824	-6.7372260366716
1.1360000371933	-7.1177565506132
1.1399999856949	-7.5325651584669
1.1440000534058	-7.9847039736861
1.1480000019073	-8.4773943569448
1.1519999504089	-9.0139178890324
1.1560000181198	-9.5973960496549
1.1599999666214	-10.230358760856
1.1640000343323	-10.913940651638
1.1679999828339	-11.646453071704
1.1720000505447	-12.420867585723
1.1759999990463	-13.220670826720
1.1799999475479	-14.013737021128
1.1840000152588	-14.745238862487
1.1879999637604	-15.334722049222
1.1920000314713	-15.688056699465
1.1959999799728	-15.731890524149
1.2000000476837	-15.453716976114
1.2039999961853	-14.909728551138
1.2079999446869	-14.191719468748
1.2120000123978	-13.387128311901
1.2159999608994	-12.559538352909
1.2200000286102	-11.747947233473
1.2239999771118	-10.973307104422
1.2280000448227	-10.245223436638
1.2319999933243	-9.5667915810661
1.2359999418259	-8.9375718312573
1.2400000095367	-8.3553471687291
1.2439999580383	-7.8171097981378
1.2480000257492	-7.3195698987875
1.2519999742508	-6.8594581239245
1.2560000419617	-6.4336497705068
1.2599999904633	-6.0392403904262
1.2640000581741	-5.6735554876171
1.2680000066757	-5.3341644662594
1.2719999551773	-5.0188531096500
1.2760000228882	-4.7256194434050
1.2799999713898	-4.4526485357220
1.2840000391006	-4.1982995761661
1.2879999876022	-3.9610857016175
1.2920000553131	-3.7396592738802
1.2960000038147	-3.5327967331948
1.2999999523163	-3.3393888603686
1.3040000200272	-3.1584273792264
1.3079999685287	-2.9889940590778
1.3120000362396	-2.8302512334117
1.3159999847412	-2.6814398646540
1.3200000524521	-2.5418616904062
1.3240000009537	-2.4108826116222
1.3279999494553	-2.2879226179167
1.3320000171661	-2.1724479853530
1.3359999656677	-2.0639744364315
1.3400000333786	-1.9620560962963
1.3439999818802	-1.8662833374985
